repository_id,repository_name,repository_link,owner_id,owner_name,owner_type,description,stars,fork_count,language,created_at,updated_at,watchers_count,snapshot_date,open_issues_count,archived,fork,topics
1300023993,neobank-primitives,https://github.com/andry-lebedev/neobank-primitives,32692947,andry-lebedev,User,,84,0,TypeScript,2026-07-14T04:53:01Z,2026-07-14T08:39:36Z,84,2026-07-14,0,False,False,[]
1299966529,Rebuttal-Skill,https://github.com/TobiasLee/Rebuttal-Skill,20009381,TobiasLee,User,,39,1,Unknown,2026-07-14T03:31:47Z,2026-07-14T08:41:32Z,39,2026-07-14,0,False,False,[]
1299885911,light-ocr,https://github.com/arcships/light-ocr,272712626,arcships,Organization,C++17 PP-OCRv6 small OCR core with an asynchronous Node-API adapter,24,2,C++,2026-07-14T01:32:23Z,2026-07-14T08:58:39Z,24,2026-07-14,0,False,False,[]
1299875506,robinhood-ai-dev-sniper,https://github.com/0xNikoDev/robinhood-ai-dev-sniper,92491381,0xNikoDev,User,"🏹 RobinHood — AI Dev Sniper: high-performance Go trading bot for Ethereum & EVM chains. Uniswap V2/V3 sniper with Flashbots bundle protection, multi-wallet coordinated buys, real-time mempool monitoring, AI deving autopilot, Twitter/X signal parsing, top-dev tracking, volume bot and ERC-20 token creator. Base, BNB Chain, Arbitrum.",19,0,Go,2026-07-14T01:15:03Z,2026-07-14T08:16:06Z,19,2026-07-14,0,False,False,"[""ai-trading"", ""arbitrum"", ""base"", ""blockchain"", ""bnb-chain"", ""crypto"", ""defi"", ""erc20"", ""ethereum"", ""evm"", ""flashbots"", ""golang"", ""memecoin"", ""mempool"", ""mev"", ""mev-bot"", ""sniper-bot"", ""trading-bot"", ""uniswap"", ""web3""]"
1299960138,topic-material-collector,https://github.com/macong0420/topic-material-collector,12458130,macong0420,User,"Open-source Codex skill for researching, timestamping, downloading, clipping, and cataloging video-first materials.",18,7,Python,2026-07-14T03:23:32Z,2026-07-14T03:43:55Z,18,2026-07-14,0,False,False,[]
1299958518,ENCORE,https://github.com/wowitsjack/ENCORE,18360463,wowitsjack,User,Experimental loader for Ableton Live 12+ on Linux using WINE,17,0,Shell,2026-07-14T03:21:14Z,2026-07-14T08:34:40Z,17,2026-07-14,0,False,False,"[""ableton-live"", ""audio"", ""daw"", ""linux"", ""wine""]"
1299884812,grok-manager,https://github.com/1296018244/grok-manager,86280446,1296018244,User,"CLIProxyAPI plugin: xAI/Grok live-check, cleanup, autoban (public build, no SSO convert)",11,1,Go,2026-07-14T01:30:42Z,2026-07-14T08:52:20Z,11,2026-07-14,0,False,False,[]
1299997359,Smart-Timetable-Generator,https://github.com/AnkurGaur2007/Smart-Timetable-Generator,142383063,AnkurGaur2007,User,"A Java-based Smart Timetable Generator that uses backtracking to create conflict-free university schedules with support for room allocation, faculty availability, and timetable visualization.",10,0,Java,2026-07-14T04:14:12Z,2026-07-14T08:20:43Z,10,2026-07-14,0,False,False,[]
1299945564,vue-bill-print,https://github.com/1476989162/vue-bill-print,77477248,1476989162,User,vue3通用打印组件,8,1,TypeScript,2026-07-14T03:03:04Z,2026-07-14T08:20:23Z,8,2026-07-14,0,False,False,"[""bill"", ""designer"", ""print"", ""vue"", ""vue3""]"
1300025282,b-i-bc-wed-t-n,https://github.com/tranphu100826-netizen/b-i-bc-wed-t-n,298069934,tranphu100826-netizen,User,,8,0,JavaScript,2026-07-14T04:54:25Z,2026-07-14T08:33:09Z,8,2026-07-14,0,False,False,[]
1300028212,PaperBridge,https://github.com/liyunjie-phd/PaperBridge,188817178,liyunjie-phd,User,PaperBridge 是一个运行在 Windows 本地的中英文 LaTeX 论文修改工具,7,0,JavaScript,2026-07-14T04:58:16Z,2026-07-14T07:31:58Z,7,2026-07-14,1,False,False,[]
1300108628,tree-sop-agent,https://github.com/luyi14-bits/tree-sop-agent,72914563,luyi14-bits,User,Tree-SOP Agent — 群聊式多 Agent 软件开发框架。预置 11 个 Agent 角色，完整 SOP 管道，Harness 约束体系，4 层记忆架构。,7,0,Python,2026-07-14T06:38:45Z,2026-07-14T08:53:31Z,7,2026-07-14,0,False,False,[]
1299941457,travel_assistant,https://github.com/HMR-123/travel_assistant,202211860,HMR-123,User,"An intelligent travel planning system based on LangGraph's multi-agent collaborative workflow, which works together through four professional AI Agents to automatically generate a complete travel plan for users, including weather analysis, attraction recommendations, itinerary planning, and budget estimation.",6,0,Python,2026-07-14T02:56:51Z,2026-07-14T07:12:25Z,6,2026-07-14,0,False,False,[]
