repository_id,repository_name,repository_link,owner_id,owner_name,owner_type,description,stars,fork_count,language,created_at,updated_at,watchers_count,snapshot_date,open_issues_count,archived,fork,topics
1304618751,go-tg-api,https://github.com/iluvx/go-tg-api,175501983,iluvx,User,Build Telegram bots and user clients in Go — without wrestling MTProto.,60,0,Go,2026-07-18T05:13:20Z,2026-07-18T07:48:50Z,60,2026-07-18,1,False,False,[]
1304595029,xiaohei-Chrome,https://github.com/timethrough/xiaohei-Chrome,108432148,timethrough,User,谷歌多开,42,14,JavaScript,2026-07-18T04:27:06Z,2026-07-18T11:06:58Z,42,2026-07-18,0,False,False,[]
1304673796,handdraw-story-video,https://github.com/xiejunjie524/handdraw-story-video,128920834,xiejunjie524,User,Turn hand-drawn story illustrations into 35–45 second line-reveal and gradual-coloring videos with HyperFrames.,41,13,Python,2026-07-18T06:51:05Z,2026-07-18T11:29:49Z,41,2026-07-18,0,False,False,[]
1304495415,WhimprFlow,https://github.com/Blueturboguy07/WhimprFlow,114044325,Blueturboguy07,User,Local-first cross-platform voice dictation (proof of concept). macOS built & working; Windows built but untested.,18,5,Rust,2026-07-18T00:51:54Z,2026-07-18T11:16:05Z,18,2026-07-18,1,False,False,[]
1304542808,m365-native,https://github.com/uefi2333/m365-native,294961105,uefi2333,User,M365 ChatHub OpenAI-compatible gateway,15,4,Go,2026-07-18T02:42:21Z,2026-07-18T11:28:13Z,15,2026-07-18,0,False,False,[]
1304591688,gMAS,https://github.com/frontier-ai-next/gMAS,266962142,frontier-ai-next,Organization,,15,0,Python,2026-07-18T04:21:29Z,2026-07-18T11:05:46Z,15,2026-07-18,0,False,False,[]
1304597154,Umbrella,https://github.com/frontier-ai-next/Umbrella,266962142,frontier-ai-next,Organization,,14,0,Python,2026-07-18T04:30:57Z,2026-07-18T11:07:15Z,14,2026-07-18,0,False,False,[]
1304567934,Embinder,https://github.com/celesnity/Embinder,245563688,celesnity,Organization,Embinder makes the agent a resident of the app. Turn every traditional platform to AI-native platform,13,0,Go,2026-07-18T03:33:50Z,2026-07-18T10:14:02Z,13,2026-07-18,0,False,False,[]
1304586137,Lethyx,https://github.com/frontier-ai-next/Lethyx,266962142,frontier-ai-next,Organization,,12,0,Python,2026-07-18T04:11:20Z,2026-07-18T10:37:28Z,12,2026-07-18,0,False,False,[]
1304530127,clawby-quant,https://github.com/openclawby/clawby-quant,300022742,openclawby,Organization,,12,2,Python,2026-07-18T02:16:12Z,2026-07-18T10:56:53Z,12,2026-07-18,0,False,False,[]
1304556871,Reset-macOS,https://github.com/EEliberto/Reset-macOS,74881807,EEliberto,User,一款监控 Codex (ChatGPT)、Claude Code、Google Antigravity、Cursor 的 5 小时/每周限额 App，采用 SwiftUI 原生语言开发，简单易用，无需任何配置，支持 iCloud 多端同步。还支持绑定至自己的 Telegram 机器人，获取额度更新通知。,12,1,Swift,2026-07-18T03:11:30Z,2026-07-18T11:11:50Z,12,2026-07-18,2,False,False,[]
1304587345,hamal.nvim,https://github.com/ergodice/hamal.nvim,156077769,ergodice,User,,10,0,Lua,2026-07-18T04:13:46Z,2026-07-18T11:26:42Z,10,2026-07-18,0,False,False,[]
1304529863,Codex-QQ-2007,https://github.com/zhangjanice66/Codex-QQ-2007,260699557,zhangjanice66,User,为 macOS 版 Codex 打造的 QQ 2007 怀旧主题，让现代 AI 编程工具重现经典 QQ 界面与千禧年代氛围。,10,0,JavaScript,2026-07-18T02:15:36Z,2026-07-18T10:39:07Z,10,2026-07-18,0,False,False,[]
1304518068,reeled-in,https://github.com/sxnnywu/reeled-in,163035570,sxnnywu,User,QA for continuous agents :),10,0,Python,2026-07-18T01:48:20Z,2026-07-18T11:24:12Z,10,2026-07-18,0,False,False,[]
1304703891,bass-audition-web-audio-hub,https://github.com/benmyuskelly8285/bass-audition-web-audio-hub,306420167,benmyuskelly8285,User,bass audition v2026 is a browser-based audio utility with an HTML front end for presenting music and audio content on the web.,10,0,HTML,2026-07-18T07:38:38Z,2026-07-18T11:25:01Z,10,2026-07-18,0,False,False,[]
1304704175,ralph-visual-prompt-studio,https://github.com/hughesisaacxzzw2250/ralph-visual-prompt-studio,306420146,hughesisaacxzzw2250,User,"Ralph Desktop Studio v2026.1 is a desktop AI coding plugin for visual prompt engineering and workflow automation, designed to shape prompts, orchestrate tasks, and run iterative command-driven work.",10,0,HTML,2026-07-18T07:39:02Z,2026-07-18T11:30:32Z,10,2026-07-18,0,False,False,[]
1304526833,BwAI_Bootcamp_H2S_2026_Hyd,https://github.com/Moinuddin9777/BwAI_Bootcamp_H2S_2026_Hyd,76849575,Moinuddin9777,User,Build with AI Bootcamp series by Hack 2 Skill and Google for Developers,9,0,Unknown,2026-07-18T02:08:39Z,2026-07-18T07:19:00Z,9,2026-07-18,0,False,False,[]
1304703983,alpanel-linux-panel,https://github.com/sam-fosterqnde9603/alpanel-linux-panel,306420035,sam-fosterqnde9603,User,"Alpanel is a server management panel for Alpine Linux, built with a Rust backend and a Vue 3 and Vite frontend to keep routine administration quick and uncluttered.",9,0,HTML,2026-07-18T07:38:45Z,2026-07-18T11:27:27Z,9,2026-07-18,0,False,False,[]
1304696714,design-judge-skills,https://github.com/SeanJ1ang/design-judge-skills,191077179,SeanJ1ang,User,"Evidence-driven Agent Skills for design award research, evaluation, award matching, entry writing, and submission readiness.",8,2,Python,2026-07-18T07:27:32Z,2026-07-18T11:15:15Z,8,2026-07-18,0,False,False,"[""agent-skills"", ""claude-code"", ""codex"", ""design-awards"", ""design-evaluation"", ""design-research"", ""hermes-agent"", ""industrial-design"", ""openclaw"", ""opencode"", ""python""]"
1304559478,wp2shell-lab,https://github.com/47Cid/wp2shell-lab,62759468,47Cid,User,Educational PoC + lab for CVE-2026-63030 + CVE-2026-60137: pre-auth SQLi in WordPress core via REST batch-route confusion,8,2,Python,2026-07-18T03:16:37Z,2026-07-18T10:14:01Z,8,2026-07-18,0,False,False,[]
1304501122,polymarket-quick-trade,https://github.com/JamesLHW/polymarket-quick-trade,55207777,JamesLHW,User,A multi-market quick trade panel for Polymarket with on-chain leaderboard,8,3,Python,2026-07-18T01:07:04Z,2026-07-18T11:23:39Z,8,2026-07-18,0,False,False,[]
1304534618,ecg_ssl,https://github.com/Xuanphu108/ecg_ssl,9655868,Xuanphu108,User,,8,6,Python,2026-07-18T02:25:03Z,2026-07-18T10:23:08Z,8,2026-07-18,0,False,False,[]
1304680116,openab-map,https://github.com/shaun-agent/openab-map,265093149,shaun-agent,User,Agent-maintained human understanding layer for openab — structured mental map for deployers and contributors,7,0,Unknown,2026-07-18T07:00:52Z,2026-07-18T10:40:43Z,7,2026-07-18,0,False,False,[]
1304581713,wp2shell-union-based,https://github.com/lbherrera/wp2shell-union-based,9727668,lbherrera,User,,6,0,Python,2026-07-18T04:02:18Z,2026-07-18T10:09:56Z,6,2026-07-18,0,False,False,[]
